name,salary,area_name,published_at
Программист - аналитик (1С),,Астана,2022-12-29T16:26:38+0300
Ведущий программист 1С (удаленная работа),200000.0,Орел,2022-12-29T17:11:20+0300
Ночной консультант технической поддержки,31500.0,Старый Оскол,2022-12-29T13:06:31+0300
Ночной консультант технической поддержки,31500.0,Сызрань,2022-12-29T13:06:31+0300
Ночной консультант технической поддержки,31500.0,Кисловодск,2022-12-29T13:06:32+0300
Ночной консультант технической поддержки,31500.0,Бийск,2022-12-29T13:06:31+0300
Асессор-разработчик,65000.0,Владикавказ,2022-12-29T13:06:38+0300
Ведущий системный аналитик,,Москва,2022-12-29T18:00:26+0300
Ночной консультант технической поддержки,31500.0,Владимир,2022-12-29T13:06:28+0300
Ночной консультант технической поддержки,31500.0,Новомосковск (Тульская область),2022-12-29T13:06:32+0300
Асессор-разработчик,65000.0,Калуга,2022-12-29T13:06:38+0300
Лид-асессор разработки,,Казань,2022-12-29T13:07:11+0300
Менеджер по продукту,75000.0,Санкт-Петербург,2022-12-29T15:25:35+0300
Ночной консультант технической поддержки,31500.0,Стерлитамак,2022-12-29T13:06:30+0300
Ночной консультант технической поддержки,31500.0,Химки,2022-12-29T13:06:30+0300
Ночной консультант технической поддержки,31500.0,Волжский (Волгоградская область),2022-12-29T13:06:28+0300
Бизнес-аналитик,70000.0,Тольятти,2022-12-29T12:48:55+0300
Руководитель проектов,,Москва,2022-12-29T15:46:29+0300
Тестировщик (web) / QA Engineer,,Москва,2022-12-29T12:33:06+0300
Lead frontend developer / Vue.Js (Remote),,Москва,2022-12-29T17:26:43+0300
Асессор с опытом разработки,65000.0,Владикавказ,2022-12-29T13:06:39+0300
Backend-разработчик (Java),,Москва,2022-12-29T17:47:37+0300
Асессор с опытом разработки,65000.0,Чебоксары,2022-12-29T13:06:39+0300
Программист - аналитик (1С),,Караганда,2022-12-29T16:26:38+0300
Асессор с опытом разработки,65000.0,Калуга,2022-12-29T13:06:39+0300
Технический писатель,33500.0,Киров (Кировская область),2022-12-29T14:00:08+0300
"Системный аналитик, Web/мобильное приложение",,Москва,2022-12-29T11:13:38+0300
"Java Developer (senior, в аккредитованную IT-компанию)",,Санкт-Петербург,2022-12-29T15:56:34+0300
Ночной консультант технической поддержки,31500.0,Энгельс,2022-12-29T13:06:30+0300
Ночной консультант технической поддержки,31500.0,Кемерово,2022-12-29T13:06:26+0300
Специалист поддержки карточного оборудования,,Минск,2022-12-29T11:44:11+0300
Business analyst,,Минск,2022-12-29T10:29:19+0300
Асессор-разработчик,65000.0,Волжский (Волгоградская область),2022-12-29T13:06:38+0300
Асессор с опытом разработки,65000.0,Нижний Тагил,2022-12-29T13:06:39+0300
Дизайнер,,Москва,2022-12-29T17:58:26+0300
Frontend Developer (Vue.Js),,Алматы,2022-12-29T13:19:48+0300
Инженер по мониторингу онлайн сервисов,,Санкт-Петербург,2022-12-29T10:51:31+0300
Аналитик ресурсов на тему разработки,65000.0,Москва,2022-12-29T13:07:16+0300
PHP разработчик/PHP Developer,200000.0,Москва,2022-12-29T16:43:23+0300
Асессор с опытом разработки,65000.0,Рязань,2022-12-29T13:06:38+0300
Консультант по внедрению TMS,120000.0,Москва,2022-12-29T12:26:16+0300
Ночной консультант технической поддержки,31500.0,Новокузнецк,2022-12-29T13:06:26+0300
Middle backend developer С#/Python (аккредитованная IT-компания),200000.0,Новосибирск,2022-12-29T15:24:45+0300
